isoform	TGPBS1	TGPBS2	TGPBS3	TGPBS4	TGOva1	TGOva2	TGOva3	TGOva4
transcript1725.chr12.nic	0.0	2.09	0.0	4.72	1.63	0.0	2.25	3.29
transcript421.chr11.nnic	0.0	0.42	1.76	0.7	0.19	0.2	0.6	0.85
transcript831.chr1.nnic	0.33	0.0	0.0	0.0	1.45	0.0	0.55	1.29
transcript4481.chr12.nic	1.49	6.84	7.94	4.63	5.74	8.39	7.9	4.96
transcript5395.chr11.nnic	0.0	0.0	0.68	0.0	0.0	0.0	2.86	0.0
transcript5396.chr11.nnic	0.52	0.0	0.99	0.51	0.0	0.0	0.0	1.61
transcript11673.chr5.nnic	14.01	10.32	18.01	13.98	10.8	12.46	13.19	11.41
transcript3052.chr3.nnic	4.45	2.02	1.22	1.71	1.76	1.96	1.59	2.87
transcript3105.chr3.nic	0.15	0.34	0.0	0.0	0.0	0.0	0.82	0.0
transcript3130.chr3.nic	0.0	0.0	0.42	0.43	0.0	0.21	2.4	0.17
transcript3004.chr3.nnic	0.39	1.07	1.04	0.0	0.4	1.1	1.63	0.0
transcript2985.chr3.nic	2.33	8.64	5.06	4.14	0.0	0.97	2.29	1.11
transcript11516.chr5.nic	0.0	0.58	1.26	1.26	0.0	0.0	0.0	0.09
transcript279.chr7.nic	22.71	17.78	23.77	21.3	22.17	22.75	19.16	23.93
transcript281.chr7.nnic	4.64	0.99	2.03	3.85	0.59	0.0	3.19	3.38
transcript5797.chr8.nic	2.87	5.81	2.47	2.28	1.9	4.08	7.87	0.69
transcript11580.chr5.nic	0.02	1.49	0.27	0.23	0.87	0.12	0.0	1.15
transcript2259.chr15.nnic	0.17	0.0	0.0	0.12	0.0	0.23	0.2	0.19
transcript6138.chr8.nnic	13.08	10.16	15.89	9.81	13.17	12.7	14.27	11.25
transcript6122.chr8.nic	0.0	0.0	0.0	0.76	0.0	0.56	0.0	0.0
transcript6132.chr8.nic	3.52	1.54	3.09	3.13	2.07	2.48	3.15	2.72
transcript6363.chr16.nnic	0.49	0.6	0.0	0.0	0.87	0.21	0.98	0.54
transcript6366.chr16.nnic	0.0	0.0	1.57	0.91	0.0	0.0	0.0	0.0
transcript2160.chr16.nic	0.0	1.6	0.0	1.05	0.3	0.0	1.63	1.07
transcript5591.chr11.nic	5.67	5.62	5.61	5.86	5.12	6.73	4.78	6.32
transcript5592.chr11.nic	0.81	1.32	2.08	0.47	1.39	0.29	0.26	0.0
transcript5595.chr11.nnic	0.0	0.0	0.4	0.0	0.45	0.0	0.5	0.0
transcript2564.chr5.nnic	31.27	30.17	31.24	30.9	32.02	40.13	33.06	33.57
transcript5928.chr6.nnic	47.68	46.49	40.81	45.84	42.98	44.01	46.61	45.79
transcript9354.chr17.nic	2.16	5.46	6.05	4.96	8.6	4.64	5.0	8.29
transcript4715.chr11.nnic	0.46	1.61	1.3	0.58	1.38	1.08	3.45	1.26
transcript4727.chr11.nic	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0
transcript5616.chr8.nic	1.85	0.0	0.0	2.34	0.0	0.48	1.14	1.57
transcript7481.chr2.nic	3.43	0.77	0.0	7.45	4.12	7.0	6.19	0.0
transcript11133.chr5.nic	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0
transcript7694.chr7.nnic	0.76	0.68	1.26	0.79	0.59	0.85	0.76	0.79
transcript113.chr16.nnic	4.71	3.93	4.12	6.26	4.54	4.79	4.56	5.32
transcript4714.chr13.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76
transcript4721.chr13.nic	0.59	0.32	0.0	0.25	1.47	1.99	0.55	0.39
transcript10967.chr7.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26
transcript4730.chr3.nnic	11.59	12.36	15.9	14.26	10.67	14.01	13.34	19.62
transcript8098.chr8.nic	10.79	12.95	13.82	8.47	10.58	11.07	15.64	11.61
transcript8153.chr8.nic	5.57	6.29	4.14	6.97	4.55	3.31	3.43	9.85
transcript8161.chr8.nnic	1.21	1.94	2.66	1.7	0.41	1.0	0.56	0.0
transcript10201.chr2.nnic	0.0	0.43	0.0	0.0	1.47	3.49	0.0	2.34
transcript10203.chr2.nic	0.0	1.61	0.0	1.92	1.17	0.0	0.47	1.6
transcript8032.chr3.nnic	0.63	1.24	0.87	0.0	0.84	0.0	0.0	0.33
transcript1569.chr18.nnic	0.28	1.35	0.5	0.84	0.73	0.43	0.31	0.61
transcript1571.chr18.nnic	1.18	1.64	1.2	0.72	0.42	0.76	1.09	0.18
transcript1573.chr18.nic	0.26	0.64	0.46	0.2	0.75	0.37	0.15	0.09
transcript1577.chr18.nnic	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0
transcript1580.chr18.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1581.chr18.nnic	0.11	0.0	0.12	0.0	0.0	0.0	0.19	0.16
transcript13644.chr2.nic	31.14	45.12	33.3	42.8	36.31	43.32	38.31	31.39
transcript13604.chr2.nnic	18.99	11.28	32.43	23.12	14.5	14.18	14.01	14.72
transcript5365.chr6.nnic	2.65	4.82	4.99	2.8	4.11	2.73	1.91	2.04
transcript5367.chr6.nnic	0.32	0.92	1.65	1.28	0.56	1.4	2.5	1.1
transcript7867.chr10.nnic	1.77	1.71	1.89	1.45	3.37	2.18	1.75	3.02
transcript19.chr5.nic	4.67	4.06	6.55	6.34	3.36	4.82	5.29	4.83
transcript7230.chr11.nnic	0.0	0.4	0.85	0.92	0.69	0.19	0.72	0.19
transcript7250.chr11.nnic	2.8	1.78	2.17	0.56	0.0	1.62	0.84	2.41
transcript7255.chr11.nnic	1.03	0.51	0.73	1.75	0.59	1.08	1.12	2.26
transcript7210.chr11.nnic	4.46	3.06	4.04	1.78	3.44	2.72	4.57	2.48
transcript7263.chr11.nnic	0.36	1.42	1.33	1.89	0.9	1.15	0.26	1.27
transcript7268.chr11.nnic	11.0	7.86	11.69	9.44	9.87	7.41	10.91	5.98
transcript7271.chr11.nic	4.06	4.26	2.82	3.39	4.12	1.95	5.04	3.61
transcript7314.chr11.nnic	8.26	11.13	10.48	7.67	6.94	9.17	8.99	9.36
transcript2598.chr16.nnic	0.56	2.42	2.05	2.55	1.54	0.53	0.84	0.83
transcript49.chr16.nnic	3.96	3.39	1.51	2.67	0.0	0.0	1.8	1.51
transcript68.chr16.nic	0.0	0.0	1.73	1.53	1.53	2.18	0.0	0.0
transcript264.chr19.nnic	2.2	3.75	4.33	4.46	3.6	2.04	3.84	5.1
transcript3561.chr4.nic	0.74	0.73	0.45	0.0	0.24	0.4	1.03	0.76
transcript7150.chr1.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript7157.chr1.nic	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0
transcript1054.chr7.nic	1.89	0.35	0.91	0.9	0.68	1.55	1.09	0.33
transcript3686.chr7.nic	0.27	0.59	0.0	0.34	0.0	0.0	0.68	0.41
transcript7762.chr11.nnic	2.67	4.08	5.02	3.77	3.44	5.25	3.97	2.87
transcript237.chr7.nnic	1.96	3.35	1.66	1.8	1.8	3.13	3.27	2.32
transcript2867.chr11.nic	1.62	0.43	0.62	3.79	0.34	2.57	2.26	3.72
transcript4807.chr8.nic	1.93	1.29	1.67	1.92	0.0	2.71	2.72	0.0
transcript4811.chr8.nnic	1.84	5.54	2.87	4.28	4.07	2.61	2.79	3.72
transcript4815.chr8.nic	3.35	3.69	3.7	3.64	3.19	5.0	3.53	5.47
transcript4821.chr8.nic	2.67	0.0	0.02	2.32	1.91	0.0	2.02	0.23
transcript2680.chr14.nnic	0.72	2.29	2.3	1.11	2.29	2.5	2.03	1.02
transcript3200.chr1.nnic	1.05	1.37	1.37	2.12	1.69	1.04	1.78	0.69
transcript3220.chr1.nnic	2.79	3.54	1.37	3.53	0.5	1.91	3.56	3.18
transcript7044.chr12.nic	0.82	0.22	0.0	0.28	0.72	1.08	0.0	0.0
transcript6055.chr4.nnic	34.15	16.99	42.55	26.86	30.39	25.45	38.72	30.92
transcript5959.chr19.nnic	2.7	2.65	0.0	0.0	1.45	0.7	0.15	2.28
transcript487.chr19.nnic	1.65	0.68	0.61	0.26	0.56	0.5	0.31	0.0
transcript1456.chr2.nic	0.37	0.28	0.0	0.0	0.44	0.04	0.36	0.0
transcript1459.chr2.nic	0.0	0.24	0.82	0.0	0.0	0.85	0.0	0.65
transcript1367.chr2.nic	13.99	21.38	20.05	14.58	19.22	14.23	20.31	14.24
transcript6417.chr2.nnic	4.82	6.72	7.48	3.72	5.17	7.8	5.79	3.81
transcript5187.chr10.nic	0.68	2.36	0.0	0.0	2.11	2.36	3.44	0.0
transcript1333.chr14.nic	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0
transcript1497.chr14.nnic	0.0	0.55	0.0	0.0	0.0	0.0	0.37	0.0
transcript1500.chr14.nnic	0.0	0.56	0.0	0.0	0.65	0.24	0.0	0.38
transcript1322.chr14.nnic	0.15	0.25	0.39	0.0	0.0	0.47	1.26	0.0
transcript3869.chr1.nnic	0.0	1.46	0.6	0.64	2.15	0.0	0.52	0.45
transcript3872.chr1.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3873.chr1.nnic	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0
transcript3875.chr1.nic	3.98	0.77	3.49	2.82	1.06	1.99	1.91	1.44
transcript3879.chr1.nic	0.0	2.42	0.0	0.0	0.0	0.32	0.0	0.26
transcript3884.chr1.nic	9.0	6.83	6.96	9.28	9.12	11.21	8.79	10.24
transcript3891.chr1.nic	0.86	2.79	0.0	0.77	0.0	1.13	0.0	0.45
transcript6550.chr7.nic	2.49	2.23	2.5	2.12	2.08	1.63	0.52	1.33
transcript919.chr13.nnic	2.0	2.28	2.27	2.31	0.88	1.09	1.07	1.2
transcript1983.chr5.nic	6.06	8.43	4.38	7.2	4.2	4.1	10.04	6.05
transcript9669.chr9.nic	1.24	0.66	0.64	0.0	0.99	0.45	0.95	0.91
transcript9676.chr9.nic	0.86	3.7	5.09	2.49	0.69	3.81	0.0	2.17
transcript9679.chr9.nic	1.15	1.12	1.24	2.87	2.06	2.89	0.63	1.62
transcript9688.chr9.nic	4.76	1.74	2.4	2.55	0.0	5.58	3.88	2.35
transcript9694.chr9.nnic	0.63	1.04	0.51	1.16	0.52	0.36	0.71	1.99
transcript9154.chr10.nic	9.66	5.03	11.75	4.53	7.48	13.73	10.62	9.39
transcript9172.chr10.nic	0.29	1.63	1.15	1.6	1.74	0.94	2.4	1.43
transcript9247.chr10.nnic	1.09	3.29	1.41	0.83	0.0	0.0	0.56	0.55
transcript9258.chr10.nic	7.08	4.76	4.83	6.38	6.62	5.24	5.35	6.21
transcript8481.chr10.nnic	0.57	1.18	0.0	0.71	1.04	0.88	0.74	0.82
transcript15073.chr2.nic	28.49	21.76	10.93	10.77	23.25	0.02	8.63	0.0
transcript667.chr17.nic	6.66	2.46	5.47	7.37	6.48	3.64	4.49	5.87
transcript12080.chr11.nnic	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
transcript11574.chr11.nnic	1.93	1.2	1.21	2.16	1.62	0.97	2.1	2.12
transcript5049.chr17.nnic	2.69	2.14	2.12	3.0	5.7	2.11	0.99	2.17
transcript5072.chr17.nnic	12.58	14.41	13.43	12.6	15.32	14.36	12.89	12.68
transcript5101.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript9258.chr1.nnic	0.74	0.69	0.88	0.96	0.6	0.93	0.67	1.38
transcript2369.chr6.nnic	6.34	4.01	2.45	3.36	3.08	3.82	4.14	4.59
transcript6405.chr12.nnic	0.0	1.86	3.19	4.28	0.27	1.53	1.27	0.09
transcript6406.chr12.nnic	0.97	2.22	2.29	0.43	2.11	0.41	1.44	3.17
transcript3255.chr17.nic	0.21	0.0	0.84	0.0	0.05	0.01	0.41	1.61
transcript3263.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3278.chr17.nic	0.6	0.05	1.04	0.0	0.0	0.0	0.0	0.0
transcript3279.chr17.nic	0.64	0.0	0.0	0.0	0.34	0.0	0.0	0.0
transcript3280.chr17.nic	0.99	0.85	0.0	0.09	0.0	0.0	0.56	0.0
transcript3286.chr17.nic	1.7	1.48	0.0	1.65	1.92	0.82	0.88	0.49
transcript3760.chr14.nic	3.78	4.75	4.69	4.06	3.61	3.39	3.85	3.05
transcript4018.chr8.nic	14.79	23.77	33.47	13.92	24.29	28.5	22.4	29.37
transcript4021.chr8.nic	7.98	12.37	7.62	5.27	9.54	8.36	8.24	11.44
transcript7478.chr17.nnic	2.14	1.09	0.0	0.41	0.0	0.54	0.79	1.81
transcript4396.chr8.nnic	3.63	4.52	2.11	3.87	2.65	3.78	2.28	2.45
transcript4403.chr8.nnic	2.52	1.03	0.0	3.27	0.79	0.9	1.97	2.94
transcript4406.chr8.nnic	2.46	2.88	2.54	1.97	2.43	1.7	1.88	2.78
transcript12887.chr2.nic	0.0	0.0	0.0	0.0	2.22	0.0	1.66	0.0
transcript12889.chr2.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript12894.chr2.nic	1.19	0.0	0.0	0.37	0.0	0.23	0.7	0.0
transcript4153.chr8.nic	13.09	10.97	8.11	10.51	16.12	16.86	12.27	8.19
transcript5431.chr7.nnic	0.0	0.5	0.49	0.0	1.3	0.0	0.88	0.0
transcript13496.chr5.nnic	0.0	0.0	0.8	0.36	0.0	0.75	0.0	0.59
transcript13499.chr5.nnic	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.98
transcript959.chr14.nic	3.44	3.1	2.6	3.59	3.0	3.68	3.97	2.36
transcript7019.chr6.nnic	0.93	0.81	1.88	0.65	1.81	1.75	1.62	0.65
transcript3184.chr13.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5602.chr7.nic	0.0	0.72	0.79	0.93	1.34	1.25	0.61	1.16
transcript3334.chr11.nnic	14.6	14.33	16.62	9.94	11.04	19.82	10.07	15.49
transcript3335.chr11.nnic	12.88	0.04	0.0	0.0	0.0	0.0	0.0	0.0
transcript3342.chr11.nic	11.9	3.36	0.0	4.5	1.82	0.0	3.63	3.29
transcript3350.chr11.nnic	0.15	12.46	16.86	6.85	14.28	12.5	10.44	9.09
transcript527.chrX.nnic	4.7	0.65	6.43	11.38	2.04	4.63	1.98	1.75
transcript5740.chr8.nnic	0.79	0.98	1.16	0.0	1.18	0.54	0.0	0.65
transcript7431.chr2.nic	1.32	1.12	2.06	2.02	1.2	2.52	1.44	1.15
transcript7433.chr2.nic	1.22	0.43	0.75	2.04	0.69	1.29	0.45	1.41
transcript349.chr8.nic	28.2	28.56	31.65	26.74	29.96	30.79	29.22	27.15
transcript3466.chr4.nnic	2.06	1.98	3.14	2.57	2.0	5.61	0.62	5.07
transcript9898.chr7.nic	1.11	0.44	0.53	1.39	0.34	0.0	0.0	0.68
transcript1468.chr9.nnic	1.15	3.56	2.09	2.16	2.08	2.21	1.58	1.1
transcript7339.chr1.nnic	0.44	2.74	1.11	2.14	3.26	3.73	3.77	2.34
transcript3937.chr4.nnic	9.54	11.47	11.56	8.61	10.34	8.48	13.27	5.5
transcript3398.chr3.nnic	1.97	3.39	5.19	1.86	3.55	4.62	0.66	1.78
transcript566.chr16.nic	0.0	0.09	0.0	0.0	0.16	0.0	0.0	0.0
transcript567.chr16.nnic	4.88	3.0	3.84	4.2	2.04	3.23	1.78	2.88
transcript580.chr16.nnic	19.33	22.07	16.63	16.55	19.34	17.69	17.23	16.92
transcript591.chr16.nnic	4.56	7.91	6.42	7.73	7.06	7.2	4.74	10.18
transcript599.chr16.nnic	3.49	4.2	2.25	2.44	4.62	2.68	3.14	2.42
transcript646.chr16.nnic	8.73	8.15	9.43	7.79	10.3	7.98	8.66	10.05
transcript11584.chr7.nnic	0.05	2.31	0.0	0.0	0.0	0.0	0.0	0.0
transcript12494.chr11.nnic	2.9	3.73	0.88	1.8	2.89	0.44	3.78	0.56
transcript4344.chr15.nic	0.68	3.51	1.69	0.85	0.75	1.05	0.0	0.93
transcript4352.chr15.nic	1.62	1.62	0.0	1.89	0.54	0.74	0.0	0.0
transcript516.chr11.nic	2.62	1.96	3.41	1.52	2.75	3.83	1.98	3.17
transcript485.chr11.nnic	20.17	23.89	20.68	16.22	23.12	24.41	21.23	23.8
transcript768.chr11.nnic	0.0	0.33	0.0	1.28	0.95	0.0	0.0	0.92
transcript595.chr11.nnic	1.34	0.0	0.0	0.0	0.73	0.0	0.0	0.93
transcript612.chr11.nnic	4.36	3.12	5.44	1.88	1.25	3.64	4.67	3.64
transcript2094.chr16.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2095.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript7249.chr6.nnic	12.98	11.85	10.77	12.71	12.48	13.2	10.59	14.1
transcript2349.chr6.nic	0.8	0.83	3.22	2.02	1.61	0.83	0.0	0.63
transcript4712.chr10.nnic	1.19	1.1	0.71	2.05	1.92	0.65	1.58	1.71
transcript4094.chr19.nnic	4.16	5.0	4.5	4.13	4.84	3.49	4.3	3.16
transcript4533.chr18.nnic	13.44	11.09	12.78	9.4	11.14	9.78	11.09	10.85
transcript14968.chr7.nic	0.57	0.77	0.91	0.5	0.72	0.3	0.26	0.73
transcript3975.chr2.nnic	3.33	2.72	1.89	1.16	5.04	2.52	1.27	3.45
transcript3976.chr2.nnic	0.25	0.0	0.0	1.8	0.88	0.0	0.0	0.41
transcript3978.chr2.nnic	0.0	0.95	1.67	1.92	0.0	0.0	0.0	0.0
transcript3980.chr2.nnic	2.3	2.26	2.61	1.63	2.77	2.37	2.69	2.54
transcript3981.chr2.nnic	1.19	1.17	0.0	0.66	0.0	2.08	1.31	0.74
transcript3983.chr2.nnic	0.0	3.04	2.32	0.61	1.92	2.04	2.69	1.2
transcript3972.chr2.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3911.chr2.nnic	0.0	0.65	0.4	0.52	0.69	0.0	0.0	0.43
transcript3920.chr2.nic	0.29	0.26	0.0	0.09	0.19	0.13	0.66	0.32
transcript2422.chr2.nic	9.17	8.05	6.58	5.38	3.1	6.87	8.63	4.38
transcript2428.chr2.nnic	8.05	8.63	9.08	9.89	8.64	6.69	9.73	10.27
transcript2431.chr2.nic	0.0	0.18	0.16	0.14	0.15	0.44	0.14	0.52
transcript5878.chr4.nic	3.63	3.84	2.09	1.37	1.17	2.01	2.45	3.02
transcript3883.chr10.nnic	15.59	16.85	15.01	13.31	15.16	13.75	10.38	10.38
transcript4082.chr7.nic	9.18	10.26	10.68	7.92	10.03	7.95	9.88	12.95
transcript215.chrX.nnic	33.98	39.85	31.19	37.25	28.79	35.63	47.0	37.03
transcript218.chrX.nnic	31.47	30.31	32.29	29.45	31.07	32.93	19.4	25.88
transcript219.chrX.nnic	23.05	20.5	22.08	24.15	25.78	21.89	23.21	26.16
transcript5552.chr1.nnic	5.14	6.87	4.55	4.54	6.09	5.08	4.97	3.67
transcript2299.chrX.nic	2.45	1.71	0.97	0.35	0.67	0.69	0.36	2.06
transcript14370.chr11.nnic	0.28	0.21	0.76	0.87	0.21	0.43	0.25	0.0
transcript5212.chr11.nic	2.5	2.74	1.93	2.08	2.59	4.91	2.83	2.84
transcript5225.chr11.nic	0.03	4.67	1.85	2.49	0.56	4.53	6.72	4.31
transcript9074.chr9.nic	0.0	2.26	0.5	0.86	0.0	0.0	2.86	0.0
transcript9078.chr9.nic	1.14	0.0	0.77	0.0	0.49	1.42	0.75	0.0
transcript10220.chr11.nic	24.26	26.91	26.29	31.43	28.49	30.29	26.21	30.94
transcript5246.chr11.nic	2.05	3.11	1.91	6.41	5.25	4.38	7.07	7.34
transcript5253.chr11.nic	0.12	5.2	2.73	3.2	0.88	0.15	11.71	5.59
transcript2163.chr19.nic	8.88	8.74	8.62	10.1	12.8	11.92	17.17	10.64
transcript5227.chr11.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5234.chr11.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5177.chr11.nnic	1.49	0.95	1.52	0.87	1.5	0.85	2.25	1.45
transcript792.chr9.nnic	0.0	0.71	0.0	0.0	0.45	0.0	0.0	0.87
transcript1668.chr1.nnic	0.68	0.64	1.2	1.36	0.27	1.98	0.29	1.15
transcript1132.chr1.nnic	31.84	39.15	33.0	34.16	38.14	32.35	31.96	32.97
transcript14021.chr7.nnic	19.42	18.06	15.82	17.01	14.28	17.33	21.01	17.51
transcript16911.chr2.nic	0.38	0.29	0.76	0.75	0.91	1.17	0.0	1.46
transcript11034.chr9.nic	1.47	2.6	1.53	1.62	1.75	1.38	0.0	0.0
transcript11035.chr9.nic	1.83	2.25	0.64	1.17	1.25	0.33	1.6	1.69
transcript1591.chr5.nnic	4.32	5.05	3.23	4.07	3.75	3.46	3.94	5.02
transcript1600.chr5.nnic	3.98	3.98	6.2	7.88	4.21	6.71	0.0	5.35
transcript8731.chr8.nnic	0.0	0.3	0.26	0.0	0.3	0.66	0.0	1.23
transcript5360.chr7.nic	0.0	0.55	0.57	0.0	1.43	0.0	0.48	0.0
transcript5362.chr7.nic	0.0	8.72	4.82	0.0	4.45	0.0	2.38	0.0
transcript5368.chr7.nic	4.58	2.74	0.0	0.0	1.04	0.0	7.16	3.85
transcript6554.chr4.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59
transcript6556.chr4.nic	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0
transcript6561.chr4.nnic	2.85	3.5	3.38	6.63	0.62	2.21	4.7	3.02
transcript7015.chr17.nic	6.51	11.41	7.65	7.55	9.99	5.96	5.59	6.75
transcript5320.chr7.nic	0.72	0.45	0.0	0.35	1.6	1.85	1.33	0.48
transcript5325.chr7.nic	1.16	2.28	0.8	0.0	0.0	2.09	1.81	0.0
transcript166.chr8.nnic	0.28	1.27	1.09	0.53	2.37	0.62	1.46	0.76
transcript188.chr8.nnic	0.58	0.0	0.0	1.58	0.53	0.0	0.0	0.0
transcript8121.chr11.nnic	0.69	0.0	0.0	0.0	0.84	0.0	0.0	0.0
transcript8126.chr11.nnic	0.0	1.22	0.66	0.68	0.32	0.67	0.0	0.0
transcript7307.chr15.nnic	0.0	0.08	0.0	0.0	0.0	0.32	0.0	0.0
transcript1971.chr16.nnic	0.0	0.0	0.39	0.0	0.0	0.0	0.46	0.35
transcript1976.chr16.nnic	0.0	0.25	0.0	0.0	0.0	0.29	0.0	0.0
transcript1886.chr16.nic	7.15	6.6	7.54	7.54	7.53	7.2	7.36	9.88
transcript1909.chr16.nic	3.62	5.13	4.67	2.02	7.42	3.86	5.36	5.63
transcript6430.chr17.nic	1.54	1.12	1.07	3.37	1.0	1.07	1.66	0.89
transcript6435.chr17.nic	0.59	1.98	1.95	0.53	1.48	0.91	0.38	1.71
transcript6436.chr17.nic	2.85	3.05	2.32	2.81	5.82	3.05	3.67	3.07
transcript6440.chr17.nic	0.0	0.59	0.88	0.0	0.48	1.38	0.0	0.91
transcript6441.chr17.nic	0.89	0.09	0.99	0.4	0.0	0.0	0.88	1.33
transcript4605.chr12.nnic	2.54	4.75	1.56	2.65	2.49	4.54	2.62	6.08
transcript4608.chr12.nic	2.2	0.0	0.0	1.42	0.0	4.25	0.56	0.9
transcript4736.chr7.nic	6.55	2.28	4.09	5.92	4.63	3.58	2.09	1.86
transcript8145.chr8.nnic	5.37	4.89	9.89	7.45	7.83	5.71	6.5	5.29
transcript8148.chr8.nnic	9.17	10.2	5.66	7.39	6.11	9.43	6.09	9.31
transcript7303.chr17.nic	23.33	43.64	57.11	31.36	26.86	45.97	40.45	42.14
transcript11595.chr9.nic	19.78	20.36	23.32	20.18	20.34	22.42	21.29	22.09
transcript1419.chr2.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2071.chr16.nic	19.77	29.35	25.2	17.43	24.8	30.42	22.42	21.27
transcript2073.chr16.nic	26.58	31.51	31.44	36.48	24.08	31.35	33.03	29.42
transcript4458.chr11.nnic	18.2	14.44	16.09	13.1	17.37	18.55	15.49	26.43
transcript9228.chr1.nnic	355.28	306.78	341.84	323.83	371.42	310.21	386.92	349.16
transcript4741.chr17.nic	1.81	0.64	0.39	0.58	0.84	0.43	0.0	0.0
transcript1822.chr8.nnic	5.03	1.57	0.76	2.64	1.12	2.67	2.82	3.36
transcript3562.chr7.nic	39.05	48.35	38.92	47.77	27.36	28.3	26.65	43.82
transcript3580.chr7.nic	8.53	17.84	23.26	10.52	18.88	12.26	18.55	13.69
transcript9020.chr1.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript9008.chr1.nic	0.0	1.67	0.0	0.0	0.0	0.0	0.0	0.0
transcript3278.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3280.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3293.chr16.nnic	0.0	2.66	0.0	4.2	0.0	0.0	0.0	0.0
transcript5631.chr11.nnic	0.7	0.0	0.0	0.28	1.35	0.27	0.85	0.39
transcript11778.chr11.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0
transcript11779.chr11.nic	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
transcript982.chr15.nic	1.69	1.19	1.59	1.04	0.82	0.68	1.68	1.27
transcript6532.chr7.nic	5.75	5.43	0.0	6.96	1.75	7.53	1.84	2.29
transcript6534.chr7.nic	0.0	0.55	0.0	0.0	0.81	0.0	0.0	0.0
transcript1621.chr18.nnic	5.87	5.13	2.77	3.7	4.89	5.8	3.87	2.82
transcript4478.chr14.nnic	1.72	2.24	3.25	1.04	2.05	1.6	1.64	1.64
transcript4481.chr14.nnic	0.37	0.39	0.44	0.42	0.0	0.82	0.89	0.25
transcript4484.chr14.nnic	3.08	2.12	2.32	2.26	2.01	3.17	2.62	3.28
transcript5392.chr6.nic	0.53	1.69	1.08	0.0	0.93	1.27	2.14	4.11
transcript4227.chr6.nic	0.0	0.0	3.28	3.54	2.05	0.0	1.06	1.88
transcript4228.chr6.nic	3.52	3.42	3.0	1.78	4.12	2.41	3.06	2.8
transcript4239.chr6.nic	0.88	0.0	0.0	0.0	0.48	1.04	0.68	0.59
transcript11580.chr4.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11600.chr4.nic	22.42	24.17	33.58	25.61	27.84	27.17	22.83	25.41
transcript6474.chr3.nic	0.56	0.0	0.46	0.0	0.52	0.0	1.2	0.0
transcript5035.chr1.nic	160.06	168.51	163.07	168.38	164.4	156.7	141.46	160.63
transcript7211.chr5.nic	1.51	2.28	0.96	0.0	1.81	4.09	0.0	0.48
transcript849.chr17.nic	3.32	4.71	4.93	4.18	4.51	3.38	4.75	4.37
transcript7912.chr8.nic	0.49	0.99	1.65	1.06	1.34	0.0	0.32	1.31
transcript7925.chr8.nnic	4.28	3.84	5.98	3.07	4.69	6.65	5.06	4.99
transcript4959.chr13.nnic	0.0	0.72	0.0	0.81	0.0	0.42	0.28	0.0
transcript4962.chr13.nnic	1.18	0.0	0.0	5.91	0.0	6.47	0.0	2.74
transcript4970.chr13.nic	2.23	4.17	0.32	1.38	2.44	1.4	0.66	1.26
transcript2352.chr2.nic	6.99	9.05	7.36	9.74	8.43	8.95	10.26	8.52
transcript2359.chr2.nic	0.26	2.1	0.55	1.9	1.2	0.61	0.7	0.0
transcript2190.chr15.nic	2.06	5.32	2.36	1.93	0.74	5.36	4.25	3.15
transcript10200.chr8.nic	4.86	3.13	5.11	6.3	2.57	5.87	4.41	5.04
